"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
422,2021-12-01 23:17:25,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","There is a huge need for some sidewalk or path for pedestrians . The cars rip around this corner and there is no safe place to walk or even cross.","vehicles - speed makes uncomfortable",-123.457130272246,48.4329218389012
425,2021-12-02 01:29:48,"hazard-concern","safety/comfort concern","other","Vehicles parked on the street make walking dangerous. Cars obscure visibility. These cars belong to houses with double garages and wide driveways so there is no need for them to park on the street. ","safety/comfort concern (other)",-123.499086972956,48.4168136830253
426,2021-12-02 03:28:28,"hazard-concern","safety/comfort concern","other users - bicycle","Foul Bay Road is unsafe for cyclists from McNeil to Fort St. especially north of Oak Bay Ave. North to Leighton. Cars cannot pass bikes safely and parking on the Victoria (west side) should be removed to allow bike lanes put in. ","other users - bicycle",-123.321939370765,48.4290638747358
427,2021-09-15 23:02:00,"hazard-concern","crossing issue","poor visibility of pedestrians","Blind corner at the entrance to Chevron gas station from Mckenzie Avenue. Bushes obscure line of sight to vehicle traffic coming in and out of the gas station. Hazard to pedestrians, and cyclists. ","poor visibility of pedestrians",-123.31893141621,48.4686574352178
428,2021-12-02 17:20:15,"hazard-concern","safety/comfort concern","other","Large commercial vehicle parked on road obstructing vision for drivers.  Vehicles parked on other side of road make it even worse.  Pedestrians or cyclists are forced into the traffic lane and vehicles entering Salton from Wishart cannot see them in time.  According to Colwood parking bylaw, page 23, article 31.10 this vehicle should not be allowed to park there.","safety/comfort concern (other)",-123.495794476599,48.4177071859319
430,2021-12-04 20:39:27,"hazard-concern","crossing issue","crosswalk needed","Bakerview and lochside needs a crosswalk.  ","crosswalk needed",-123.405192568097,48.6367038198514
432,2021-12-05 18:49:00,"hazard-concern","crossing issue","conflict with vehicles turning right","On a given day most drivers fail to show their lntention
Most drivers do not signal when leaving the roundabout.

Including commercial vehicle drivers.



","conflict with vehicles turning right",-123.430550817841,48.4681236139906
433,2021-12-05 18:00:00,"hazard-concern","safety/comfort concern","other users - dogs","Off leash dog rushed a clipped me while running then circles back to jump at me. I scolded the dog while the owner just seemed amused and did nothing except wish me a good day in a condescending manner.","other users - dogs",-123.402430459134,48.4586109700807
434,2021-12-08 16:10:38,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","people go too fast ","drivers don't stop or yield to pedestrians",-123.34467681076,48.4402419488215
435,2021-12-08 16:10:38,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","people go too fast ","drivers don't stop or yield to pedestrians",-123.34467681076,48.4402419488215
436,2021-12-08 16:10:38,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","people go too fast ","drivers don't stop or yield to pedestrians",-123.34467681076,48.4402419488215
437,2021-12-09 01:37:41,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Minimal street lights, no lights for a crosswalk. Cars rarely stop for pedestrians ","drivers don't stop or yield to pedestrians",-123.416998556325,48.6014946909974
438,2021-12-09 01:37:41,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","No street lights, impossible to see people crossing at night. This is across from a busy baseball and soccer field ","drivers don't stop or yield to pedestrians",-123.421814384852,48.5887274207163
439,2021-12-09 01:37:41,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","No lights at crosswalk, no street lights. No one stops for pedestrians ","drivers don't stop or yield to pedestrians",-123.422632551775,48.5869090179316
440,2021-12-09 05:15:40,"hazard-concern","crossing issue","poor visibility of pedestrians","No lighting, close to a hill","poor visibility of pedestrians",-123.421359553608,48.5956448654223
441,2021-12-03 04:48:00,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","The road is supposed to be on a timed closure to vehicles. Usually there is nothing in the roadway to block off the road so vehicles regularly continue to go down a ""closed"" street.","vehicles - number makes uncomfortable",-123.367938280529,48.424526012373
443,2021-12-13 18:34:36,"hazard-concern","crossing issue","poor visibility of pedestrians","Long stretches of Saanich Road are difficult and dangerous to cross. At the marked location especially, you have logical pedestrian corridor to the Lochside Trail, but a dangerous crossing due to the curve of the road, hill and vegetation creating poor sightlines.","poor visibility of pedestrians",-123.369193500741,48.461505600468
444,2021-12-13 18:34:36,"hazard-concern","safety/comfort concern","other users - bicycle","There are bike lanes on either side of Cedar Hill Cross Road heading west from Cedar Hill Road, but both end before the crest of the hill. Essentially, they end at the most dangerous spot possible, forcing cyclists to onto a road with no shoulder and terrible sightlines.","other users - bicycle",-123.33776208868,48.4629309909428
445,2021-12-13 18:34:36,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","This crosswalk has very poor visibility to vehicles coming down the hill from the east. The curve creates the visibility problem and the hill creates speed. There was a fatal accident here. It should be reported on the map as well, but it should be done by someone more familiar with the incident.","drivers don't stop or yield to pedestrians",-123.342212963412,48.4640052873217
446,2021-12-19 22:22:33,"hazard-concern","safety/comfort concern","other users - dogs","Idiot dog owners should learn that ""he's friendly"" is code for I haven't bothered to train him. ","other users - dogs",-123.405275347097,48.458236332298
447,2021-12-21 03:20:00,"hazard-concern","crossing issue","signal - button difficult to access","Push button is located on the other side of the slip lane.  
Today the push button was malfunctioning ","signal - button difficult to access",-123.428625790751,48.4666718451524
448,2021-12-21 23:23:07,"hazard-concern","crossing issue","crosswalk needed","There are paths on the east and west side of this street and a bus stop on the west side.  People cross here unprotected all the time. This needs a pedestrian crosswalk.","crosswalk needed",-79.4542220051711,43.6400298056077
449,2021-12-19 17:00:00,"hazard-concern","crossing issue","signal - pedestrian interval too short","When travelling to the lake (south) the crossing light is two stages so there is enough time to get from the crosswalk to the median and then across to the lake.  Going away from the lake (north) the crossing cycle is so short that even an able bodied person needs to jog to get across in one light.  This needs to be adjusted to be timed for pedestrians, not cars.","signal - pedestrian interval too short",-79.4681987892926,43.6350298475594
482,2021-12-23 18:16:47,"hazard-concern","weather related or seasonal","leaves","Thick layer of leaves that were blown off the school field earlier in the fall. Makes sidewalk slippery and possibly impassable for small wheels.","leaves",-123.421551379208,48.453097349924
483,2021-12-23 17:31:30,"hazard-concern","side walk infrastructure issue","other","Sidewalk ends in busy traffic with no warning and no crosswalk.","side walk infrastructure issue (other)",-123.4026848284,48.4399484431437
484,2021-12-23 22:02:59,"hazard-concern","crossing issue","conflict with vehicles turning left","Conflicting signals between Drivers and Pedestrians.  Drivers turning left from Watkiss Way onto Helmcken.  Two cars continued to turn while pedestrians were using the crosswalk.","conflict with vehicles turning left",-123.428675257819,48.466509052649
485,2021-12-25 16:39:03,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Painted bike lane ends and right lane becomes a turn lane, forcing cyclists into middle lane to continue down Harriet","vehicles - speed makes uncomfortable",-123.383446945653,48.4505223547049
486,2021-12-25 16:39:03,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Painted bike lane ends, forcing cyclists intro traffic to continue on Boleskine/Saanich Rd","vehicles - speed makes uncomfortable",-123.378253119256,48.4524299726309
487,2021-12-17 17:39:00,"hazard-concern","crossing issue","other","This crossing often becomes very congested with both cyclists and pedestrians. Since the wait is long here, there is frequently insufficient room to wait at the corner. ","crossing issue (other)",-123.007815943873,49.2276200633354
